"","Proveedor","Rut_RBD","Id_Reg","Id_Prov","Id_Com","Región","Provincia","Comuna","Raz_Soc","Dirección","Fono","Mail","Web","SIGLA_SEDE","Tipo_Insti","Clas_CFT_I","Area","Dependenci","Rut_Sost","Sostenedor","Niv_Ens","Esp_concat","Sigla","Nom_Establ","Coor_OTEC","Fono_OTEC","Enc_Establ","Fono_Estab","Clas_Prove","Cla_Ot_RN","Cla_Ot_RE","Cla_cft_IP","Cla_LTP","LAT_Y_2018","LON_X_2018","F36","OBJECTID","geometry"
"692","Liceos Técnicos Profesionales","10246",13,131,13125,"Metropolitana","Santiago","Quilicura","Colegio Poliv. Santa Maria","Serrano 518 Los Carrera 492 Guardia Marina Riquelme 271","222 484 060","smaria@manquehue.net"," "," "," "," ","URBANO","Particular Subvencionado","89398900","Sociedad Escuela Santa Maria Limitada"," ","Contabilidad- Administración"," "," "," "," "," "," ",3," "," ",0,"1",-33.369567,-70.735724," ",1170,c(-70.7357244196462, -33.3695670100095)
"693","Liceos Técnicos Profesionales","12117",13,131,13125,"Metropolitana","Santiago","Quilicura","Complejo Educacional J. Miguel Carrera","Jose Francisco Vergara 399","229 446 218","complejojmc@demquilicura.cl"," "," "," "," ","URBANO","Municipal","69071302","Ilustre Municipalidad De Quilicura"," ","Contabilidad- Administración- Mecánica Automotriz- Electricidad- Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-33.368052,-70.732495," ",1171,c(-70.7324952698408, -33.3680517099185)
"694","Liceos Técnicos Profesionales","25929",13,131,13125,"Metropolitana","Santiago","Quilicura","Colegio Padre Pedro Arrupe Sagrada Familia","San Luis 270","226 034 541","m.arredondobravo@gmail.com"," "," "," "," ","URBANO","Particular Subvencionado","65080020","Fundacion Educacional Santa Maria"," ","Administración- Mecánica Automotriz"," "," "," "," "," "," ",3," "," ",0,"1",-33.366181,-70.74399," ",1172,c(-70.743989670387, -33.3661807999039)
"695","Liceos Técnicos Profesionales","25988",13,131,13125,"Metropolitana","Santiago","Quilicura","Colegio Juan Luis Undurraga Aninat","Las Violetas 785","226 283 343","pwong@beleneduca.cl"," "," "," "," ","URBANO","Particular Subvencionado","74805100","Fundacion Educacion Belen"," ","Electricidad- Electrónica- Elaboración Industrial de Alimentos"," "," "," "," "," "," ",3," "," ",0,"1",-33.364773,-70.75769," ",1173,c(-70.7576897203043, -33.3647730002737)
"696","Liceos Técnicos Profesionales","24407",13,131,13107,"Metropolitana","Santiago","Huechuraba","Colegio Santa Teresa De Jesus De Los Andes","Recoleta 6187","227 961 780","cdelon@colegiosantateresadejesus.cl"," "," "," "," ","URBANO","Particular Subvencionado","71525200","Fundacion Dennpaz"," ","Contabilidad- Administración"," "," "," "," "," "," ",3," "," ",0,"1",-33.363336,-70.631641," ",1174,c(-70.6316413097986, -33.3633364304319)
"697","Liceos Técnicos Profesionales","25387",13,131,13125,"Metropolitana","Santiago","Quilicura","Colegio Particular San Sebastian De Quilicura","San Luis 650","226 281 288","direccion@colegiossq.cl","www.colegiossq.cl"," "," "," ","URBANO","Particular Subvencionado","96925450","Sociedad Educacional Edutep S.A."," ","Administración- Electrónica"," "," "," "," "," "," ",3," "," ",0,"1",-33.362317,-70.753455," ",1175,c(-70.7534549503856, -33.3623171199391)
"698","Liceos Técnicos Profesionales","12225",13,131,13115,"Metropolitana","Santiago","Lo Barnechea","Centro Educacional San Esteban Martir","Lo Barnechea 550","222 166 073","cesem@fundacionaltolascondes.cl","www.colegiosanestebanmartir.cl"," "," "," ","URBANO","Particular Subvencionado","71524500","Fundacion Educ Y De Beneficencia Alto Las Con"," ","Administración- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.361154,-70.50549," ",1176,c(-70.5054895896728, -33.3611543001308)
"699","Liceos Técnicos Profesionales","25853",13,131,13125,"Metropolitana","Santiago","Quilicura","Colegio Polivalente Novo Horizonte","Avenida Lo Cruzat 323","226 072 931","colegionovohorizonte@movistar.cl","www.colegionovohorizonte.cl"," "," "," ","URBANO","Particular Subvencionado","77459680","Soc. Inversiones Y Servicios Educ. Sta. Carmen Ltda"," ","Contabilidad- Electrónica- Atención de Párvulos- Atención de Enfermería"," "," "," "," "," "," ",3," "," ",0,"1",-33.357961,-70.721287," ",1177,c(-70.7212870803344, -33.3579610098927)
"700","Liceos Técnicos Profesionales","26168",13,131,13125,"Metropolitana","Santiago","Quilicura","Colegio Polivalente San Pedro De Quilicura","Miriam 105","226 038 857","directorpolivalente@colegiosanpedro.cl"," "," "," "," ","URBANO","Particular Subvencionado","76490170","Polivalente San Pedro Ltda."," ","Contabilidad- Administración- Electrónica"," "," "," "," "," "," ",3," "," ",0,"1",-33.357845,-70.73684," ",1178,c(-70.736839999866, -33.3578450000467)
"701","Liceos Técnicos Profesionales","1996",5,51,5102,"Valparaíso","Valparaíso","Casablanca","Liceo Manuel De Salas","Punta Arenas 165","322 741 117","edgardo_cornejo@hotmail.com"," "," "," "," ","URBANO","Municipal","69061400","Ilustre Municipalidad De Casablanca"," ","Administración- Mecánica Automotriz- Electricidad- Servicio de Turismo"," "," "," "," "," "," ",3," "," ",0,"1",-33.318667,-71.411719," ",1179,c(-71.4117194300076, -33.3186673499182)
"702","Liceos Técnicos Profesionales","10419",13,133,13302,"Metropolitana","Chacabuco","Lampa","Complejo Educacional De Lampa","Ignacio Carrera Pinto 1066","228 796 377","directoracemplaza@gmail.com"," "," "," "," ","URBANO","Municipal","70954200","Corp.Municipal De Des.Social De Lampa"," ","Contabilidad- Electricidad- Atención de Párvulos- Atención de Enfermería"," "," "," "," "," "," ",3," "," ",0,"1",-33.286729,-70.871879," ",1180,c(-70.8718786900495, -33.2867294895742)
"703","Liceos Técnicos Profesionales","25926",13,133,13302,"Metropolitana","Chacabuco","Lampa","Colegio Poliv. Jerusalen De Lampa","Balmaceda 1057","228 421 900","jage.mig@gmail.com","www.colegiojerusalen.cl"," "," "," ","URBANO","Particular Subvencionado","76127517","Lopez Y Olguin Y Compañia Limitada"," ","Administración- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.281613,-70.8767," ",1181,c(-70.8766996299839, -33.2816133201985)
"704","Liceos Técnicos Profesionales","26157",13,133,13302,"Metropolitana","Chacabuco","Lampa","Liceo Municipal De Batuco","Latorre 1026","228 796 387","liceobatuco@yahoo.es"," "," "," "," ","URBANO","Municipal","70954200","Corp.Municipal De Des.Social De Lampa"," ","Administración"," "," "," "," "," "," ",3," "," ",0,"1",-33.227146,-70.80329," ",1182,c(-70.8032900002333, -33.2271460000878)
"705","Liceos Técnicos Profesionales","10405",13,133,13301,"Metropolitana","Chacabuco","Colina","Liceo Esmeralda","Carretera General San Martin Kilòmetro 31 S/N","228 441 832","liceopesmeralda@gmail.com"," "," "," "," ","URBANO","Municipal","70941900","Corp Munic Des Social Colina"," ","Administración- Atención de Enfermería"," "," "," "," "," "," ",3," "," ",0,"1",-33.208991,-70.678931," ",1183,c(-70.6789313897718, -33.2089913104006)
"706","Liceos Técnicos Profesionales","25032",13,133,13301,"Metropolitana","Chacabuco","Colina","Colegio Polivalente Sembrador","Av. Concepción 264","228 445 455","panzamora@hotmail.com"," "," "," "," ","URBANO","Particular Subvencionado","77074680","Sociedad Educacional Becerra Y Barrera Sociedad Anonima"," ","Construcción- Atención de Párvulos- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.204482,-70.672535," ",1184,c(-70.6725351901468, -33.2044822301708)
"707","Liceos Técnicos Profesionales","24733",13,133,13301,"Metropolitana","Chacabuco","Colina","Colegio San Andres De Colina","Avenida Concepción 465","228 442 792","sanandrexs@hotmail.com"," "," "," "," ","URBANO","Particular Subvencionado","7683683","Inés De Lourdes Segovia Guerra"," ","Construcción- Dibujo Técnico"," "," "," "," "," "," ",3," "," ",0,"1",-33.203985,-70.680425," ",1185,c(-70.6804249604435, -33.2039845597396)
"708","Liceos Técnicos Profesionales","10399",13,133,13301,"Metropolitana","Chacabuco","Colina","Liceo Polivalente Rigoberto Fontt I.","Ignacio Carrera Pinto 450","228 441 435","direccionliceofontt@gmail.com"," "," "," "," ","URBANO","Municipal","70941900","Corp Munic Des Social Colina"," ","Contabilidad- Electricidad- Gastronomía- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.194641,-70.674399," ",1186,c(-70.6743989703362, -33.194640779948)
"709","Liceos Técnicos Profesionales","10408",13,133,13301,"Metropolitana","Chacabuco","Colina","Liceo Coronel Enrique Cabrera Jimenez","Camino Las Termas S/N Localidad De Peldehue","228 442 579","liceopeldehue@gmail.com"," "," "," "," ","RURAL","Municipal","70941900","Corp Munic Des Social Colina"," ","Mecánica Industrial- Electrónica"," "," "," "," "," "," ",3," "," ",0,"1",-33.177146,-70.640387," ",1187,c(-70.64038699996, -33.1771460001877)
"710","Liceos Técnicos Profesionales","10433",13,133,13303,"Metropolitana","Chacabuco","Til Til","Liceo Huertos Familiares","Uno Sur 300","228 466 346","liceohuertosfamiliares@yahoo.es"," "," "," "," ","RURAL","Municipal","70981700","Corp.Municipal De Des.Social De Til-Til"," ","Química Industrial"," "," "," "," "," "," ",3," "," ",0,"1",-33.130372,-70.802222," ",1188,c(-70.8022220903771, -33.1303719098357)
"711","Liceos Técnicos Profesionales","10432",13,133,13303,"Metropolitana","Chacabuco","Til Til","Liceo Polivalente Manuel Rodriguez","Daniel Moya 102","228 461 314","licpol@gmail.com","liceotiltil.cl"," "," "," ","URBANO","Municipal","70981700","Corp.Municipal De Des.Social De Til-Til"," ","Administración- Construcción- Metalurgia Extractiva"," "," "," "," "," "," ",3," "," ",0,"1",-33.086439,-70.924377," ",1189,c(-70.924376619885, -33.0864391501466)
"712","Liceos Técnicos Profesionales","1490",5,58,5803,"Valparaíso","Marga Marga","Olmué","Escuela Básica Quebrada De Alvarado","Av. Pedro De Alvarado S/N Quebrada De Alvarado","332 442 192","eqdaalv@gmail.com"," "," "," "," ","RURAL","Municipal","69061200","Ilustre Municipalidad De Olmue"," ","Asistencia en Geología"," "," "," "," "," "," ",3," "," ",0,"1",-33.052615,-71.11219," ",1190,c(-71.1121896699173, -33.0526147100008)
"713","Liceos Técnicos Profesionales","1502",5,51,5101,"Valparaíso","Valparaíso","Valparaíso","Inst.Sup.Comercio Fco.Araya Bennet","Avenida Argentina 747","322 214 543","evaldebenito@insucovalpo.cl","www.insucovalpo.cl"," "," "," ","URBANO","Municipal","70859400","Corp.Munic.De Valparaiso Para El Des.Soc"," ","Contabilidad- Administración- Programación- Servicio de Turismo"," "," "," "," "," "," ",3," "," ",0,"1",-33.050109,-71.602289," ",1191,c(-71.6022894497982, -33.0501088300584)
"714","Liceos Técnicos Profesionales","1590",5,51,5101,"Valparaíso","Valparaíso","Valparaíso","Colegio Salesiano Valparaiso","Pasaje Don Bosco 88","232 255 506","director@salesianovalparaiso.cl","www.salesianovalparaiso.cl"," "," "," ","URBANO","Particular Subvencionado","80230500","Congregacion Salesiana"," ","Mecánica Automotriz- Mecánica Industrial- Electricidad- Electrónica"," "," "," "," "," "," ",3," "," ",0,"1",-33.049691,-71.601659," ",1192,c(-71.6016589000382, -33.049691309906)
"715","Liceos Técnicos Profesionales","1521",5,51,5101,"Valparaíso","Valparaíso","Valparaíso","Liceo De Ninas Maria Franck De Macdougal","Av. Argentina 731","322 136 800","dirmfmdougall@cormuval.cl"," "," "," "," ","URBANO","Municipal","70859400","Corp.Munic.De Valparaiso Para El Des.Soc"," ","Atención de Párvulos- Atención de Enfermería"," "," "," "," "," "," ",3," "," ",0,"1",-33.049644,-71.602383," ",1193,c(-71.6023826501391, -33.0496441602497)
"716","Liceos Técnicos Profesionales","1504",5,51,5101,"Valparaíso","Valparaíso","Valparaíso","Liceo Técnico De Valparaíso","Independencia 2288","322 579 200","litecvalpo@gmail.com","www.liceotecnicodevalparaiso.cl"," "," "," ","URBANO","Municipal","70859400","Corp.Munic.De Valparaiso Para El Des.Soc"," ","Gráfica- Vestuario y Confección Textil- Gastronomía- Atención de Párvulos- Atención de Enfermería- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.049064,-71.613277," ",1194,c(-71.6132770796734, -33.0490644599568)
"717","Liceos Técnicos Profesionales","1880",5,58,5801,"Valparaíso","Marga Marga","Quilpué","Colegio Industrial Andres Bello Lopez","Diego De Almagro 222","322 942 057","andres.walters@cmq.cl","www.colegioandresbellolopez.cl"," "," "," ","URBANO","Municipal","70878900","Corp. Municipal De Educacion De Quilpue"," ","Electrónica- Dibujo Técnico"," "," "," "," "," "," ",3," "," ",0,"1",-33.04861,-71.403965," ",1195,c(-71.4039652801735, -33.0486095396985)
"718","Liceos Técnicos Profesionales","14720",5,58,5801,"Valparaíso","Marga Marga","Quilpué","Liceo Gastronomia Y Turismo","Diaguitas 1751. Belloto 2000","322 944 898","juan.norambuena@cmq.cl","www.cmq.cl"," "," "," ","URBANO","Municipal","70878900","Corp. Municipal De Educacion De Quilpue"," ","Elaboración Industrial de Alimentos- Servicio de Turismo- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.04809,-71.421563," ",1196,c(-71.4215628101755, -33.0480900202382)
"719","Liceos Técnicos Profesionales","1685",5,51,5109,"Valparaíso","Valparaíso","Viña del Mar","Escuela Dr. Oscar Marin Socias","Rogelio Astudillo S/N Forestal.Vina Del Mar.","322 582 133","vitokan2006@hotmail.com"," "," "," "," ","URBANO","Municipal","70872300","Corp.Mun.Vina Del Mar Para Des.Social"," ","Construcción"," "," "," "," "," "," ",3," "," ",0,"1",-33.047711,-71.538949," ",1197,c(-71.538949150383, -33.0477113903683)
"720","Liceos Técnicos Profesionales","1884",5,58,5801,"Valparaíso","Marga Marga","Quilpué","Liceo Comercial Alejandro Lubet V","Freire 945","322 911 163","rbriceno@cmq.cl","www.licomquilpue.cl"," "," "," ","URBANO","Municipal","70878900","Corp. Municipal De Educacion De Quilpue"," ","Contabilidad- Administración- Asistencia en Geología- Conectividad y Redes"," "," "," "," "," "," ",3," "," ",0,"1",-33.045515,-71.439616," ",1198,c(-71.4396161102952, -33.0455149698399)
"721","Liceos Técnicos Profesionales","14336",5,58,5801,"Valparaíso","Marga Marga","Quilpué","Liceo Tecn. Prof. Obispo Rafael Lira Infante","Enrique Costa 601","322 910 257","liceoobispoinfante@yahoo.com"," "," "," "," ","URBANO","Particular Subvencionado","65012225","Fundacion Obispo Rafael Lira Infante"," ","Gastronomía- Servicios de Hotelería"," "," "," "," "," "," ",3," "," ",0,"1",-33.04478,-71.444282," ",1199,c(-71.4442818002648, -33.0447799098649)
"722","Liceos Técnicos Profesionales","1517",5,51,5101,"Valparaíso","Valparaíso","Valparaíso","Liceo Matilde Brandau De Ross","Av. Brasil 1901","322 136 900","verapare3@hotmail.com","www.liceomatildebrandau.cl"," "," "," ","URBANO","Municipal","70859400","Corp.Munic.De Valparaiso Para El Des.Soc"," ","Administración- Operación Portuaria"," "," "," "," "," "," ",3," "," ",0,"1",-33.044609,-71.616418," ",1200,c(-71.616418259595, -33.0446092401243)
"723","Liceos Técnicos Profesionales","1958",5,58,5804,"Valparaíso","Marga Marga","Villa Alemana","Liceo Tecnologico Villa Alemana","Av. Valparaiso 133","322 950 255","liceotecnologico@cmva.cl","www.litecva.blogspot.com"," "," "," ","URBANO","Municipal","70983600","Corp.Municipal Para Des.Social-V.Alemana"," ","Administración- Construcción- Electricidad- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.044011,-71.365887," ",1201,c(-71.3658870395552, -33.0440111603867)
"724","Liceos Técnicos Profesionales","1519",5,51,5101,"Valparaíso","Valparaíso","Valparaíso","Liceo Tecnico Profesional Baron","Gonzalez 449","322 136 851","tereirri@gmail.com"," "," "," "," ","URBANO","Municipal","70859400","Corp.Munic.De Valparaiso Para El Des.Soc"," ","Instalaciones Sanitarias- Refrigeración y Climatización- Construcción- Construcciones Metálicas"," "," "," "," "," "," ",3," "," ",0,"1",-33.040707,-71.602048," ",1202,c(-71.602047839736, -33.0407067202389)
"725","Liceos Técnicos Profesionales","14470",5,58,5801,"Valparaíso","Marga Marga","Quilpué","Liceo Politécnico Marga Marga","Calle Cuatro Pinos. Sector Los Pinos 2951","323 180 643","clara.yanez@cmq.cl","www.ltfq.cl"," "," "," ","URBANO","Municipal","70878900","Corp. Municipal De Educacion De Quilpue"," ","Programación- Atención de Párvulos- Atención de Enfermería"," "," "," "," "," "," ",3," "," ",0,"1",-33.03876,-71.443628," ",1203,c(-71.443628469778, -33.0387597401698)
"726","Liceos Técnicos Profesionales","1895",5,58,5801,"Valparaíso","Marga Marga","Quilpué","Liceo Tecnico Profesional Mannheim","Los Lunes 0171 Canal Chacao","322 852 256","liceotecmannheim@gmail.com"," "," "," "," ","URBANO","Municipal","70878900","Corp. Municipal De Educacion De Quilpue"," ","Construcción- Construcciones Metálicas- Electricidad"," "," "," "," "," "," ",3," "," ",0,"1",-33.037788,-71.483894," ",1204,c(-71.4838942995822, -33.0377878599218)
"727","Liceos Técnicos Profesionales","14418",5,58,5801,"Valparaíso","Marga Marga","Quilpué","Colegio Panal  Anexo","Los Lunes 136","322 853 530","enlacespanal@gmail.com","www.colegiopanal.cl"," "," "," ","URBANO","Particular Subvencionado","76112308","Obra Educ. Ninfa Rita Parra Pereira Eirl"," ","Administración- Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-33.037306,-71.484731," ",1205,c(-71.4847307698091, -33.0373059204318)
"728","Liceos Técnicos Profesionales","1739",5,51,5101,"Valparaíso","Valparaíso","Valparaíso","Esc. De Tripulantes Y Portuaria De Valparaiso","J.A.Vives 630","322 131 400","direccion@escueladetripulantes.cl"," "," "," "," ","URBANO","Particular Subvencionado","70928900","Corporacion Educac.Instituto Del Mar"," ","Administración- Operación Portuaria- Tripulación de Naves Mercantes y Especiales"," "," "," "," "," "," ",3," "," ",0,"1",-33.037153,-71.63241," ",1206,c(-71.6324099403664, -33.037153270407)
"729","Liceos Técnicos Profesionales","1525",5,51,5101,"Valparaíso","Valparaíso","Valparaíso","Instituto Tecn.Prof.Maritimo De Valpso","Levarte 159 / Patricio Lynch 220 Playa Ancha Valparaiso","322 281 947","rectormaritimo@gmail.com","www.imaritimo.cl"," "," "," ","URBANO","Municipal","70859400","Corp.Munic.De Valparaiso Para El Des.Soc"," ","Mecánica Automotriz- Química Industrial- Elaboración Industrial de Alimentos- Operación Portuaria- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.031823,-71.636877," ",1207,c(-71.6368770995985, -33.0318229202915)
"730","Liceos Técnicos Profesionales","1503",5,51,5101,"Valparaíso","Valparaíso","Valparaíso","Escuela Industrial Superior De Valparaiso","Avenida España 2692","322 516 500","eisv@entelchile.net","www.eiv.cl"," "," "," ","URBANO","Corporación de Administración Delegada (DL 3166)","70928900","Corporacion Educac.Instituto Del Mar"," ","Construcción- Construcciones Metálicas- Mecánica Automotriz- Mecánica Industrial- Electricidad- Electrónica"," "," "," "," "," "," ",3," "," ",0,"1",-33.029834,-71.586707," ",1208,c(-71.5867067501164, -33.0298338402595)
"731","Liceos Técnicos Profesionales","1674",5,51,5109,"Valparaíso","Valparaíso","Viña del Mar","Liceo Benjamin Vicuna Mackena","J.J.Latorre 297","512 393 556","bmackennavi@gmail.com"," "," "," "," ","URBANO","Municipal","70872300","Corp.Mun.Vina Del Mar Para Des.Social"," ","Administración- Construcciones Metálicas- Servicio de Turismo- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.029515,-71.582162," ",1209,c(-71.5821615099457, -33.029515410108)
"732","Liceos Técnicos Profesionales","1663",5,51,5109,"Valparaíso","Valparaíso","Viña del Mar","Instituto Superior De Comercio Alberto Bl","Alberto Blest Gana 398","322 515 900","info@institutoblestgana.cl","www.institutoblestgana.cl"," "," "," ","URBANO","Corporación de Administración Delegada (DL 3166)","71499900","Fund. Nacional Del Comercio Para La Educacion"," ","Contabilidad- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.028241,-71.548399," ",1210,c(-71.5483985402604, -33.0282409295752)
"733","Liceos Técnicos Profesionales","1516",5,51,5101,"Valparaíso","Valparaíso","Valparaíso","Liceo Tecnológico Alfredo Nazar Feres","Errazuriz S/N Playa Ancha","322 281 231","diranazar@cormuval.cl","www.alfredonazarferes.blogspot.com"," "," "," ","URBANO","Municipal","70859400","Corp.Munic.De Valparaiso Para El Des.Soc"," ","Electricidad- Electrónica- Telecomunicaciones"," "," "," "," "," "," ",3," "," ",0,"1",-33.027741,-71.638327," ",1211,c(-71.6383272698876, -33.0277412797362)
"734","Liceos Técnicos Profesionales","1518",5,51,5101,"Valparaíso","Valparaíso","Valparaíso","Liceo Maria Luisa Bombal","Avenida Gran Bretaña 851","322 136 958","informaciones@mlbombal.cl"," "," "," "," ","URBANO","Municipal","70859400","Corp.Munic.De Valparaiso Para El Des.Soc"," ","Gastronomía- Servicio de Turismo- Servicios de Hotelería"," "," "," "," "," "," ",3," "," ",0,"1",-33.026878,-71.635311," ",1212,c(-71.6353114302783, -33.0268777300232)
"735","Liceos Técnicos Profesionales","1755",5,51,5109,"Valparaíso","Valparaíso","Viña del Mar","Colegio Ana Maria Janer","Las Rejas 881","322 384 500","amjaner@vtr.net","www.colegioamjaner.cl"," "," "," ","URBANO","Particular Subvencionado","70348100","C.Hnas.De La Sagrada Familia De Urgel"," ","Administración"," "," "," "," "," "," ",3," "," ",0,"1",-33.024718,-71.527362," ",1213,c(-71.5273616502199, -33.0247180602902)
"736","Liceos Técnicos Profesionales","1664",5,51,5109,"Valparaíso","Valparaíso","Viña del Mar","Liceo Industrial Miraflores Alto","Avenida Frei 4137","322 960 714","limiraf@vtr.net"," "," "," "," ","URBANO","Municipal","70872300","Corp.Mun.Vina Del Mar Para Des.Social"," ","Construcciones Metálicas- Mecánica Industrial- Electricidad- Electrónica- Telecomunicaciones- Muebles y Terminaciones en Madera"," "," "," "," "," "," ",3," "," ",0,"1",-33.023091,-71.507201," ",1214,c(-71.5072005496656, -33.0230909196102)
"737","Liceos Técnicos Profesionales","1681",5,51,5109,"Valparaíso","Valparaíso","Viña del Mar","Colegio Republica De Colombia","10 Norte 985","222 971 738","colegiocolombia@gmail.com"," "," "," "," ","URBANO","Municipal","70872300","Corp.Mun.Vina Del Mar Para Des.Social"," ","Atención de Párvulos- Atención de Enfermería"," "," "," "," "," "," ",3," "," ",0,"1",-33.013568,-71.546204," ",1215,c(-71.5462039696375, -33.0135680200481)
"738","Liceos Técnicos Profesionales","14865",5,58,5802,"Valparaíso","Marga Marga","Limache","Colegio Tecnico Alianza Educacional","El Canelo 845","332 417 404","alianzaeducacional@yahoo.es"," "," "," "," ","URBANO","Particular Subvencionado","76163279","Alianza Por La Educacion S.A."," ","Administración"," "," "," "," "," "," ",3," "," ",0,"1",-33.011271,-71.261444," ",1216,c(-71.2614440003403, -33.0112709995569)
"739","Liceos Técnicos Profesionales","12151",5,51,5109,"Valparaíso","Valparaíso","Viña del Mar","Colegio Hispano Americano","San Pedro De Atacama 675","322 870 022","jgarciasm@gmail.com"," "," "," "," ","URBANO","Particular Subvencionado","77888300","Sociedad Educacional Hispania Ltda."," ","Contabilidad- Administración- Electricidad- Electrónica"," "," "," "," "," "," ",3," "," ",0,"1",-33.000948,-71.490534," ",1217,c(-71.4905339996444, -33.0009480001501)
"740","Liceos Técnicos Profesionales","1672",5,51,5109,"Valparaíso","Valparaíso","Viña del Mar","Liceo Jose Francisco Vergara Etchevers","Indico 4545","512 960 712","ljfvergara@cmvm.cl","www.liceojfvergara.cl"," "," "," ","URBANO","Municipal","70872300","Corp.Mun.Vina Del Mar Para Des.Social"," ","Administración- Gráfica- Vestuario y Confección Textil"," "," "," "," "," "," ",3," "," ",0,"1",-32.9977,-71.519799," ",1218,c(-71.5197994903542, -32.997700200204)
"741","Liceos Técnicos Profesionales","1489",5,58,5803,"Valparaíso","Marga Marga","Olmué","Liceo De Olmue","Blanco Encalada 4631","332 441 035","liceodeolmue@olmue.cl","www.liceodeolmue.cl"," "," "," ","URBANO","Municipal","69061200","Ilustre Municipalidad De Olmue"," ","Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-32.996222,-71.190547," ",1219,c(-71.1905469199044, -32.9962224000437)
"742","Liceos Técnicos Profesionales","1500",5,58,5803,"Valparaíso","Marga Marga","Olmué","Colegio Part. Ignacio Carrera Pinto","Prat 4917","332 443 630","cicpolmue@gmail.com"," "," "," "," ","URBANO","Particular Subvencionado","79963390","Soc.Colegio Ignacio Carrera Pinto Ltda."," ","Administración"," "," "," "," "," "," ",3," "," ",0,"1",-32.995385,-71.184733," ",1220,c(-71.1847327102464, -32.9953851797822)
"743","Liceos Técnicos Profesionales","11241",5,58,5802,"Valparaíso","Marga Marga","Limache","Joseph Lister School","Condell 949","332 419 285","colegiojosephlister@gmail.com","www.colegiojosephlister.cl"," "," "," ","URBANO","Particular Subvencionado","76111179","Colegio Joseph Lister School Spa"," ","Administración- Mecánica Automotriz- Dibujo Técnico- Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-32.989052,-71.263367," ",1221,c(-71.2633666897209, -32.989052180014)
"744","Liceos Técnicos Profesionales","1464",5,58,5802,"Valparaíso","Marga Marga","Limache","Liceo De Limache","Riquelme 133","332 411 953","p.vargas@demlimache.cl","limache.cl"," "," "," ","URBANO","Municipal","69061100","Ilustre Municipalidad De Limache"," ","Electricidad- Electrónica- Conectividad y Redes- Atención de Enfermería- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-32.984973,-71.273953," ",1222,c(-71.2739528298592, -32.9849725197659)
"745","Liceos Técnicos Profesionales","14605",5,51,5103,"Valparaíso","Valparaíso","Concón","Colegio Villa Aconcagua","Rio Limari 335","322 188 433","contacto@villaaconcagua.cl","www.villaaconcagua.cl"," "," "," ","URBANO","Particular Subvencionado","79920470","Soc.Maria Eugenia Cordero Velasquez Y Cia Ltd"," ","Contabilidad"," "," "," "," "," "," ",3," "," ",0,"1",-32.935699,-71.530756," ",1223,c(-71.5307565001124, -32.9356994904391)
"746","Liceos Técnicos Profesionales","12332",5,51,5103,"Valparaíso","Valparaíso","Concón","Liceo Politecnico De Con Con","Porvenir 865","322 812 115","politecnicoconcon@gmail.com"," "," "," "," ","URBANO","Municipal","73568600","Ilustre Municipalidad De Con Con"," ","Construcción- Gastronomía- Servicio de Turismo"," "," "," "," "," "," ",3," "," ",0,"1",-32.928102,-71.516269," ",1224,c(-71.5162688203498, -32.9281017803728)
"747","Liceos Técnicos Profesionales","14206",5,55,5501,"Valparaíso","Quillota","Quillota","Liceo Agricola De Quillota","Camino Troncal Paradero 3   S/N","332 296 680","mjhqui@hotmail.com","www.liceoagricolaquillota.cl"," "," "," ","URBANO","Municipal","61930600","Ilustre Municipalidad De Quillota"," ","Agropecuaria"," "," "," "," "," "," ",3," "," ",0,"1",-32.906156,-71.271004," ",1225,c(-71.2710040104267, -32.9061563700204)
"748","Liceos Técnicos Profesionales","1366",5,55,5501,"Valparaíso","Quillota","Quillota","Liceo Comercial De Quillota","Los Ciruelos 200","332 296 667","licoqui@yahoo.es","www.lcomercialquillota.cl"," "," "," ","URBANO","Municipal","61930600","Ilustre Municipalidad De Quillota"," ","Contabilidad- Administración- Servicio de Turismo- Servicios de Hotelería"," "," "," "," "," "," ",3," "," ",0,"1",-32.886385,-71.240614," ",1226,c(-71.2406136899698, -32.8863849798828)
